Product_ID|Line_Name|Product_Category|Product_Name|Supplier_ID|Supplier_Name|Supplier_Country|MSRP
220200200050|Clothes & Shoes|Shoes|Soft Integral Men's Running Shoes|1747|Pro Sportswear Inc|US|$213.00
220200200052|Clothes & Shoes|Shoes|Soft Kayano Men's Running Shoes VI|1747|Pro Sportswear Inc|US|$363.00
220200200054|Clothes & Shoes|Shoes|Soft Kayano Men's Running Shoes|1747|Pro Sportswear Inc|US|$379.00
220200200055|Clothes & Shoes|Shoes|Soft Kayano Women's Running Shoes|1747|Pro Sportswear Inc|US|$354.00
220200200057|Clothes & Shoes|Shoes|Soft Modesto Women's Indoor Shoes|1747|Pro Sportswear Inc|US|$114.00
220200200059|Clothes & Shoes|Shoes|Soft Nimbus Men's Running Shoes|1747|Pro Sportswear Inc|US|$248.00
220200200060|Clothes & Shoes|Shoes|Soft The Move Women's Running Shoes|1747|Pro Sportswear Inc|US|$109.00
220200200062|Clothes & Shoes|Shoes|Top C-Tech 6000 Tennis Shoes|755|Top Sports|DK|$158.00
220200200066|Clothes & Shoes|Shoes|Twain Inco Men's Street Shoes|13198|Twain Inc|US|$163.00
220200200067|Clothes & Shoes|Shoes|Twain Inco Women's Street Shoes|13198|Twain Inc|US|$152.00
220200200068|Clothes & Shoes|Shoes|Twain Men's Exentric Ii X-Hiking Shoes|13198|Twain Inc|US|$188.00
220200200069|Clothes & Shoes|Shoes|Twain Men's Exit Ii Low X-Hiking Shoes|13198|Twain Inc|US|$191.00
220200200070|Clothes & Shoes|Shoes|Twain Men's Exit Iii Mid Cd X-Hiking Shoes|13198|Twain Inc|US|$222.00
220200200071|Clothes & Shoes|Shoes|Twain Men's Exit Low 2000 Street Shoes|13198|Twain Inc|US|$184.00
220200200072|Clothes & Shoes|Shoes|Twain Men's Expresso X-Hiking Shoes|13198|Twain Inc|US|$241.00
220200200077|Clothes & Shoes|Shoes|Twain Women's Exit Iii Mid Cd X-Hiking Shoes|13198|Twain Inc|US|$245.00
220200200078|Clothes & Shoes|Shoes|Twain Women's Exit Low 2000 Street Shoes|13198|Twain Inc|US|$205.00
220200200079|Clothes & Shoes|Shoes|Twain Women's Expresso X-Hiking Shoes|13198|Twain Inc|US|$246.00
220200200080|Clothes & Shoes|Shoes|Ultra M1210 Men's Running Shoes|5503|Ultra Sporting Goods Inc|US|$337.00
220200200081|Clothes & Shoes|Shoes|Ultra M878 Men's Running Shoes|5503|Ultra Sporting Goods Inc|US|$210.00
220200300007|Clothes & Shoes|Shoes|Low Women's Aerobic Shoes|2963|3Top Sports|US|$117.00
220200300009|Clothes & Shoes|Shoes|Men's Indoor Shoes Uproar|2963|3Top Sports|US|$94.00
220200300012|Clothes & Shoes|Shoes|Men's Mountain Shoes|2963|3Top Sports|US|$156.00
220200300013|Clothes & Shoes|Shoes|Men's Running Shoes Estes|2963|3Top Sports|US|$115.00
220200300014|Clothes & Shoes|Shoes|Men's Running Shoes Ozweego|2963|3Top Sports|US|$156.00
220200300015|Clothes & Shoes|Shoes|Men's Running Shoes Piedmmont|2963|3Top Sports|US|$210.00
220200300016|Clothes & Shoes|Shoes|Men's Running Shoes Supernova|2963|3Top Sports|US|$186.00
220200300017|Clothes & Shoes|Shoes|Men's Shoes Solace|2963|3Top Sports|US|$178.00
220200300018|Clothes & Shoes|Shoes|Men's Shoes Tegern|2963|3Top Sports|US|$114.00
220200300020|Clothes & Shoes|Shoes|Men's Skate Shoes Revel|2963|3Top Sports|US|$135.00
220200300021|Clothes & Shoes|Shoes|Men's Street Shoes Cou|2963|3Top Sports|US|$117.00
220200300022|Clothes & Shoes|Shoes|Men's Street Shoes Gazelle|2963|3Top Sports|US|$131.00
220200300025|Clothes & Shoes|Shoes|Mid Women's Aerobic Shoes X|2963|3Top Sports|US|$151.00
220200300027|Clothes & Shoes|Shoes|Smith Men's Street Shoes|2963|3Top Sports|US|$116.00
220200300032|Clothes & Shoes|Shoes|Vigil Women's Tennis Shoes|2963|3Top Sports|US|$134.00
220200300033|Clothes & Shoes|Shoes|Women's Aerobic Shoes Psych|16733|Fuller Trading Co.|CA|$138.00
220200300035|Clothes & Shoes|Shoes|Women's Aerobic Shoes Speedster|16733|Fuller Trading Co.|CA|$87.00
220200300036|Clothes & Shoes|Shoes|Women's Crosstraining Shoes|2963|3Top Sports|US|$171.00
220200300040|Clothes & Shoes|Shoes|Women's Running Shoes Piedmont|2963|3Top Sports|US|$199.00
220200300051|Clothes & Shoes|Shoes|Armadillo Men's Running Shoes|2963|3Top Sports|US|$109.00
220200300052|Clothes & Shoes|Shoes|Armadillo Women's Running Shoes|2963|3Top Sports|US|$124.00
220200300056|Clothes & Shoes|Shoes|Banto Light Men's Shoes|2963|3Top Sports|US|$172.00
220200300060|Clothes & Shoes|Shoes|Cross Ripple Women's Street Shoes|2963|3Top Sports|US|$147.00
220200300061|Clothes & Shoes|Shoes|Damaskus Men's Running Shoes|2963|3Top Sports|US|$196.00
220200300062|Clothes & Shoes|Shoes|Damaskus Women's Running Shoes|2963|3Top Sports|US|$190.00
220200300066|Clothes & Shoes|Shoes|Hawk Logo Women's Tennis Shoes|2963|3Top Sports|US|$63.00
220200300069|Clothes & Shoes|Shoes|Hgf Incentive Men's Tennis Shoes|2963|3Top Sports|US|$197.00
220200300070|Clothes & Shoes|Shoes|Hgf Low Men's Indoor Shoes|2963|3Top Sports|US|$184.00
220200300071|Clothes & Shoes|Shoes|Hgf  Low Women's Indoor Shoes|2963|3Top Sports|US|$190.00
220200300072|Clothes & Shoes|Shoes|Hgf Tarantula Men's Indoor Shoes|2963|3Top Sports|US|$181.00
220200300073|Clothes & Shoes|Shoes|Hi Resolution Men's Tennis Shoes|2963|3Top Sports|US|$144.00
220200300076|Clothes & Shoes|Shoes|Hi Response Women's Aerobic Shoes Large|2963|3Top Sports|US|$157.00
220200300077|Clothes & Shoes|Shoes|Hilly Men's Crosstrainer Shoes|2963|3Top Sports|US|$94.00
220200300078|Clothes & Shoes|Shoes|Hilly Women's Crosstrainer Shoes Large|2963|3Top Sports|US|$89.00
220200300079|Clothes & Shoes|Shoes|Hilly Women's Crosstrainer Shoes|2963|3Top Sports|US|$117.00
220200300080|Clothes & Shoes|Shoes|Hilo Mid Iii Women's Aerobic Shoes|2963|3Top Sports|US|$123.00
220200300081|Clothes & Shoes|Shoes|Hilo Mid Women's Aerobic Shoes|2963|3Top Sports|US|$110.00
220200300082|Clothes & Shoes|Shoes|Indoor Handbold Special Shoes|2963|3Top Sports|US|$130.00
220200300086|Clothes & Shoes|Shoes|Mns Gazelle Men's Running Shoes|2963|3Top Sports|US|$252.00
220200300087|Clothes & Shoes|Shoes|Mns Light 4 Low  Women's Volley Shoes|2963|3Top Sports|US|$209.00
220200300088|Clothes & Shoes|Shoes|Mns Mercury Crosstrainer Shoes|2963|3Top Sports|US|$230.00
220200300094|Clothes & Shoes|Shoes|Mns.fastpace Women's Running Shoes|2963|3Top Sports|US|$262.00
220200300095|Clothes & Shoes|Shoes|Mns.light 4 Low Men's Indoor Shoes|2963|3Top Sports|US|$215.00
220200300098|Clothes & Shoes|Shoes|Mns.riding Women's Running Shoes|2963|3Top Sports|US|$244.00
220200300100|Clothes & Shoes|Shoes|Mns.super Women's Shoes|2963|3Top Sports|US|$135.00
220200300101|Clothes & Shoes|Shoes|Mns.winner Men's Running Shoes|2963|3Top Sports|US|$237.00
220200300102|Clothes & Shoes|Shoes|Mns.xzs Women's Aerobic Shoes|2963|3Top Sports|US|$250.00
220200300103|Clothes & Shoes|Shoes|Multi L Women's Running Shoes|2963|3Top Sports|US|$104.00
220200300106|Clothes & Shoes|Shoes|Multi Women's Running Shoes|2963|3Top Sports|US|$145.00
220200300107|Clothes & Shoes|Shoes|Polly Millennium Men's Tennis Shoes|2963|3Top Sports|US|$153.00
220200300110|Clothes & Shoes|Shoes|Qrs Men's Street Shoes|2963|3Top Sports|US|$108.00
220200300115|Clothes & Shoes|Shoes|South Peak Men's Light Low Indoor Shoes|2963|3Top Sports|US|$154.00
220200300116|Clothes & Shoes|Shoes|South Peak Men's Running Shoes|2963|3Top Sports|US|$154.00
220200300117|Clothes & Shoes|Shoes|South Peak Women's Light Indoor Shoes|2963|3Top Sports|US|$183.00
220200300120|Clothes & Shoes|Shoes|Starlite Men's Street Shoes|2963|3Top Sports|US|$137.00
220200300121|Clothes & Shoes|Shoes|Starlite Shoes|2963|3Top Sports|US|$153.00
220200300123|Clothes & Shoes|Shoes|The Gonzales Men's Shoes|2963|3Top Sports|US|$213.00
220200300124|Clothes & Shoes|Shoes|The Jet Men's Running Shoes|2963|3Top Sports|US|$132.00
220200300126|Clothes & Shoes|Shoes|The Wish L Women's Running Shoes|2963|3Top Sports|US|$94.00
220200300127|Clothes & Shoes|Shoes|The Wish M Men's Running Shoes|2963|3Top Sports|US|$87.00
220200300129|Clothes & Shoes|Shoes|Torino Men's Leather Adventure Shoes|2963|3Top Sports|US|$151.00
220200300130|Clothes & Shoes|Shoes|Torino Men's Shoes|2963|3Top Sports|US|$136.00
220200300131|Clothes & Shoes|Shoes|Torino Women's Leather Shoes|2963|3Top Sports|US|$127.00
220200300136|Clothes & Shoes|Shoes|Trainer Women's Crosstrainer Shoes|2963|3Top Sports|US|$61.00
220200300137|Clothes & Shoes|Shoes|Trapper Men's Crosstrainer Shoes|2963|3Top Sports|US|$172.00
220200300142|Clothes & Shoes|Shoes|Vishnu Women's Running Shoes|2963|3Top Sports|US|$203.00
220200300143|Clothes & Shoes|Shoes|W.a..trainer Leather Shoes|2963|3Top Sports|US|$130.00
220200300146|Clothes & Shoes|Shoes|Arctic Children's Shoes|16733|Fuller Trading Co.|CA|$62.00
220200300151|Clothes & Shoes|Shoes|Hardcore Junior/Women's Shoes|14682|Greenline Sports Ltd|GB|$159.00
220200300152|Clothes & Shoes|Shoes|Hardcore Junior/Women's Street Shoes|14682|Greenline Sports Ltd|GB|$160.00
220200300153|Clothes & Shoes|Shoes|Hardcore Junior/Women's Street Shoes Small|14682|Greenline Sports Ltd|GB|$154.00
220200300154|Clothes & Shoes|Shoes|Hardcore Junior/Women's Street Shoes Large|14682|Greenline Sports Ltd|GB|$150.00
220200300155|Clothes & Shoes|Shoes|Hardcore Men's Street Shoes|14682|Greenline Sports Ltd|GB|$140.00
220200300157|Clothes & Shoes|Shoes|Hardcore Men's Street Shoes Large|14682|Greenline Sports Ltd|GB|$142.00
220200300158|Clothes & Shoes|Shoes|Hardcore Shoes|14682|Greenline Sports Ltd|GB|$172.00
220200300159|Clothes & Shoes|Shoes|Hispeed Shoes|14682|Greenline Sports Ltd|GB|$174.00
220200300160|Clothes & Shoes|Shoes|Low Shoes|14682|Greenline Sports Ltd|GB|$209.00
220200300162|Clothes & Shoes|Shoes|N.d.gear Men's Galileo Shoes|14682|Greenline Sports Ltd|GB|$77.00
220200300163|Clothes & Shoes|Shoes|Traverse Junior/Women's Shoes|14682|Greenline Sports Ltd|GB|$193.00
220200300164|Clothes & Shoes|Shoes|Traverse Shoes|14682|Greenline Sports Ltd|GB|$154.00
240100100229|Sports|Assorted Sports Articles|Cruise First Star Baby Shoes|109|Petterson AB|SE|$33.00
240100100429|Sports|Assorted Sports Articles|Shoelace 140 Cm, Assorted Colours|3815|Roll-Over Inc|US|$8.00
240100100430|Sports|Assorted Sports Articles|Shoelace Black 100 Cm|5810|Teamsports Inc|US|$5.00
240100100431|Sports|Assorted Sports Articles|Shoelace Black 150 Cm|5810|Teamsports Inc|US|$5.00
240100100433|Sports|Assorted Sports Articles|Shoelace White 150 Cm|5810|Teamsports Inc|US|$5.00
240100100434|Sports|Assorted Sports Articles|Shoeshine Black|16814|CrystalClear Optics Inc|CA|$27.00
240100100437|Sports|Assorted Sports Articles|Shoeshine Olive|16814|CrystalClear Optics Inc|CA|$65.00
240100100601|Sports|Assorted Sports Articles|Fred Shoes|4742|Luna sastreria S.A.|ES|$89.00
240200100037|Sports|Golf|Bretagne Difference 2000 Goretex Shoes|2995|Van Dammeren International|NL|$398.00
240200100043|Sports|Golf|Bretagne Performance Tg Men's Golf Shoes L.|2995|Van Dammeren International|NL|$271.00
240200100051|Sports|Golf|Bretagne Stabilites 2000 Goretex Shoes|2995|Van Dammeren International|NL|$285.00
240200100052|Sports|Golf|Bretagne Stabilities Tg Men's Golf Shoes|2995|Van Dammeren International|NL|$203.00
240200100053|Sports|Golf|Bretagne Stabilities Women's Golf Shoes|2995|Van Dammeren International|NL|$177.00
240200100225|Sports|Golf|Rubby Men's Golf Shoes w/Goretex|4168|Rubby Zapatos S.A.|ES|$302.00
240200100226|Sports|Golf|Rubby Men's Golf Shoes w/Goretex Plain Toe|4168|Rubby Zapatos S.A.|ES|$350.00
240200100227|Sports|Golf|Rubby Women's Golf Shoes w/Gore-Tex|4168|Rubby Zapatos S.A.|ES|$295.00
240200100228|Sports|Golf|Rubby Women's Golf Shoes w/Goretex S|4168|Rubby Zapatos S.A.|ES|$283.00
240200100229|Sports|Golf|Rubby Women's Golf Shoes w/Goretex|4168|Rubby Zapatos S.A.|ES|$314.00
